,fare_amount,pickup_datetime,passenger_count,distance_travelled,fare_per_km
10097,45.0,2009-10-08 09:32:33+00:00,1,0.0007393156802137195,60867.09805342086
195527,49.57,2010-05-21 17:59:00+00:00,1,0.0008184837150569128,60563.20863580429
56418,45.0,2010-04-05 16:04:00+00:00,1,0.0007515471759649041,59876.48073086688
113577,28.0,2012-11-24 17:17:16+00:00,1,0.00047650569660366376,58761.10233219133
76904,6.2,2009-05-02 03:14:00+00:00,1,0.00011119492708422385,55757.93934649421
104191,90.0,2012-05-05 12:46:10+00:00,2,0.001636318624661571,55001.51293493595
35064,45.0,2012-04-22 15:39:00+00:00,1,0.0008375087917269651,53730.77924019021
41526,18.1,2011-06-24 10:34:38+00:00,1,0.00033701004304467053,53707.59825576134
195168,14.9,2012-04-05 22:00:45+00:00,2,0.0002787851377258114,53446.17766049757
82938,75.0,2011-03-31 16:32:29+00:00,1,0.0014591914233021447,51398.32841826556
66261,65.0,2011-10-12 23:43:51+00:00,1,0.0012687392951730122,51231.959353112215
19509,180.0,2015-06-14 19:07:53+00:00,1,0.003621102629314589,49708.61597316032
99730,57.33,2013-09-07 07:29:00+00:00,1,0.0011618776669727908,49342.544081572894
40237,52.0,2014-01-03 08:54:55+00:00,1,0.0010745707486548221,48391.4158887119
40819,52.0,2014-05-27 06:16:11+00:00,1,0.0010873691707455491,47821.84505410105
195618,20.0,2015-05-23 20:40:28+00:00,1,0.0004241749828731711,47150.352584513515
41106,20.0,2015-02-17 13:37:18+00:00,1,0.0004241749828731711,47150.352584513515
168012,12.9,2011-08-11 11:41:37+00:00,1,0.0002790144541890938,46234.16388047555
132585,45.0,2009-07-15 18:20:00+00:00,1,0.000983294990197962,45764.49636028387
40884,50.0,2009-04-21 06:48:00+00:00,1,0.0011687419892009966,42781.04189118952
61272,55.0,2009-11-30 07:32:00+00:00,1,0.0013072279017320317,42073.76535271845
140059,45.0,2010-01-30 02:52:00+00:00,1,0.0010735130866319116,41918.4456718502
73070,19.8,2009-02-20 02:36:00+00:00,1,0.00047628137280929,41572.06460376986
162214,45.0,2009-12-14 07:40:00+00:00,5,0.0011471244345501188,39228.52538456142
183943,142.0,2013-10-24 03:36:40+00:00,1,0.0036913382165454267,38468.43384968718
146649,49.57,2010-10-24 10:28:00+00:00,5,0.0013078560722063462,37901.72409137932
182192,57.33,2014-08-24 10:57:10+00:00,2,0.0015315719827127272,37432.12898061562
186504,60.0,2011-11-04 00:45:00+00:00,1,0.0016154707211408512,37140.87740174442
97088,9.3,2010-09-09 23:59:00+00:00,5,0.0002527613277250874,36793.60321336429
171098,49.57,2010-04-19 13:50:00+00:00,1,0.001357939999776836,36503.821971623445
178346,52.0,2012-03-24 13:21:00+00:00,1,0.001449797005063081,35867.09023290986
126977,75.54,2015-06-30 02:01:49+00:00,1,0.002108996808129792,35817.97739513275
129041,105.29,2015-06-06 11:46:58+00:00,1,0.0029692248779902286,35460.43305122358
69905,45.0,2011-08-05 00:17:00+00:00,5,0.0013003242665525117,34606.752452068264
56344,57.33,2013-05-23 16:24:00+00:00,1,0.0016846704518069186,34030.39445400722
115803,56.8,2012-12-02 18:13:18+00:00,1,0.0016700564860838327,34010.82566565882
75408,57.33,2014-11-22 08:41:00+00:00,1,0.0017457195921906734,32840.325706637435
137072,45.0,2009-10-20 10:39:00+00:00,1,0.0014455340464363253,31130.363280573354
121825,94.0,2009-03-29 23:46:00+00:00,1,0.003060971640300117,30709.203170135755
16387,134.29,2015-06-11 22:14:13+00:00,1,0.004430910460588363,30307.54089807722
119189,2.5,2009-10-11 08:18:00+00:00,1,8.42312035308615e-05,29680.212263428293
42732,2.5,2014-11-22 14:59:24+00:00,1,8.424394752893873e-05,29675.722391109724
198842,2.5,2013-06-17 19:58:36+00:00,1,8.426156615572781e-05,29669.51736192075
113686,2.5,2012-10-24 22:24:22+00:00,1,8.427574220938168e-05,29664.526641471653
78231,25.0,2015-01-17 04:25:36+00:00,1,0.0008483499643316961,29468.97041446124
13374,4.1,2010-12-17 05:24:00+00:00,1,0.0001394835217174448,29394.153155277152
141159,4.1,2010-04-22 07:02:51+00:00,2,0.00013949023735687732,29392.737998648594
103894,45.0,2012-03-03 01:50:00+00:00,1,0.0015612570569076237,28822.92816605828
136055,60.0,2011-03-21 01:13:00+00:00,1,0.002165432165626098,27708.09492554666
48771,3.7,2011-04-14 13:34:26+00:00,1,0.00013949356295481747,26524.521430415
179116,49.8,2011-03-14 12:32:00+00:00,1,0.0019061859171582908,26125.468429774668
90537,20.0,2009-03-13 23:38:00+00:00,1,0.000767013500952537,26075.16031355699
54635,61.0,2010-09-26 07:07:00+00:00,1,0.0023660258638506923,25781.628566275638
25774,45.0,2012-04-22 21:18:34+00:00,1,0.0017735962180171893,25372.17859559276
145126,20.0,2014-08-12 16:07:30+00:00,1,0.0007889666574851182,25349.613713399856
187608,6.9,2010-09-13 17:07:00+00:00,4,0.00027895072109357497,24735.551759643495
129709,95.0,2015-03-01 03:52:00+00:00,1,0.003924797988204623,24205.067441816853
1474,8.0,2009-11-18 07:47:00+00:00,1,0.00033668859406038717,23760.828674122386
89216,49.57,2010-01-25 12:38:00+00:00,2,0.0020923384487400083,23691.195862624765
83164,87.0,2009-06-27 02:26:00+00:00,1,0.0037309718237332223,23318.32136779514
174586,31.0,2010-08-17 00:20:00+00:00,1,0.0013438033459449467,23068.851624417683
114426,49.8,2011-03-29 18:55:00+00:00,2,0.0021795305038557035,22848.95756765101
32378,2.5,2009-06-30 17:03:37+00:00,1,0.00011119492637690076,22483.040202087323
48710,49.8,2011-09-07 10:33:11+00:00,1,0.0022843704377370046,21800.31713653851
170500,45.0,2009-12-31 22:57:55+00:00,1,0.002064314045106424,21799.008782929664
61049,50.0,2009-02-14 14:55:00+00:00,1,0.0023531150650624383,21248.42968470532
31396,58.0,2009-09-18 01:35:00+00:00,1,0.002782301914986237,20846.048262266642
31085,4.9,2010-04-18 09:46:15+00:00,1,0.00023781067369194308,20604.62604108089
64685,51.0,2012-04-24 10:04:00+00:00,1,0.0025314027317893915,20146.932512769017
156473,56.8,2012-09-27 19:46:00+00:00,1,0.0028254093160214547,20103.281913143055
125257,3.3,2010-03-02 09:28:54+00:00,2,0.0001684650078825192,19588.6376730608
21127,52.0,2014-12-11 07:32:05+00:00,1,0.0026806549276373825,19398.244609510642
130531,4.5,2011-01-25 08:37:00+00:00,5,0.00023780278203821572,18923.24371241727
194616,40.0,2011-03-27 04:28:43+00:00,2,0.002127768633893137,18799.036400312365
58290,61.0,2014-08-21 22:55:27+00:00,1,0.0032944075175197584,18516.227781657297
91350,2.5,2009-08-14 18:52:08+00:00,1,0.00013948519978913157,17923.048493886126
135228,2.5,2014-09-06 19:28:15+00:00,1,0.00013950389966036866,17920.64598972798
91056,2.5,2013-04-25 11:26:00+00:00,1,0.00013950408859824738,17920.621718834755
127197,2.5,2012-06-30 05:52:18+00:00,1,0.00013958636579235352,17910.058663744858
155538,54.6,2011-07-28 22:13:00+00:00,1,0.003141825142298136,17378.433721509402
114973,13.8,2009-09-26 22:20:00+00:00,1,0.0007963756790476207,17328.505080043768
143415,10.5,2014-02-09 00:56:00+00:00,1,0.0006107322097930797,17192.477867767073
109616,52.0,2013-06-10 13:05:48+00:00,1,0.003042937640965618,17088.749798861732
80726,10.2,2010-08-08 15:23:00+00:00,1,0.0006057365225368604,16839.004452433866
106211,56.8,2012-09-20 16:25:00+00:00,1,0.003379703299260957,16806.20899841134
171882,7.0,2015-02-16 01:03:21+00:00,1,0.0004241749828731711,16502.623404579732
19838,4.5,2011-06-16 02:33:12+00:00,1,0.0002761287810541536,16296.743797661109
54156,54.5,2012-04-17 20:57:00+00:00,2,0.003362339095043767,16208.95408209581
15256,46.0,2010-03-09 22:51:36+00:00,1,0.002838440079293575,16206.08457989657
113439,49.57,2010-09-05 12:08:00+00:00,1,0.003069130564734048,16151.153870606164
101526,52.0,2014-08-12 14:20:00+00:00,1,0.0032259280947851566,16119.392147661352
3561,45.0,2011-06-30 11:48:00+00:00,1,0.002811702627047843,16004.537452542734
99809,57.33,2013-10-11 09:18:24+00:00,1,0.003587217776240139,15981.74506708905
114940,130.0,2011-07-30 14:03:42+00:00,1,0.008493071032974564,15306.595163901457
142468,32.0,2010-10-26 16:36:00+00:00,1,0.0021055998726135726,15197.569308493568
185415,2.5,2010-01-15 15:29:11+00:00,1,0.0001684418757609255,14841.914985251788
20129,2.5,2010-01-16 01:59:10+00:00,2,0.0001684971936734706,14837.042359558405
153893,65.0,2011-10-22 14:26:00+00:00,1,0.004580838266800457,14189.54265883743
113756,5.0,2009-01-27 23:10:00+00:00,1,0.00035499552128809297,14084.684735902067
113393,45.0,2010-05-02 10:39:00+00:00,5,0.0032241840084260964,13957.019786214685
106644,45.0,2009-12-22 10:44:00+00:00,1,0.0033608357478370175,13389.526705957383
124430,65.0,2013-05-18 00:30:28+00:00,3,0.004893306524484848,13283.45152194262
183326,49.8,2011-01-31 23:23:00+00:00,1,0.003816137480467425,13049.84431375889
98606,12.0,2011-12-30 01:20:00+00:00,1,0.0009525875145207109,12597.267775483844
77810,2.5,2009-06-21 13:50:00+00:00,3,0.00020176682848615891,12390.540203051754
60920,49.57,2010-11-29 00:00:54+00:00,1,0.0040030173587636275,12383.158891749148
83255,51.0,2009-03-12 12:28:00+00:00,1,0.004128095637451991,12354.364937019489
45806,9.6,2012-08-16 20:09:00+00:00,1,0.0007783644860529515,12333.553459872166
183853,15.5,2014-03-28 02:08:21+00:00,1,0.0012691295931794026,12213.094772433487
82049,45.0,2011-11-27 19:55:47+00:00,1,0.003684880745260116,12212.064137457844
142261,20.5,2013-07-11 03:14:30+00:00,1,0.001696533265375885,12083.464803419582
151871,52.0,2012-12-14 02:45:00+00:00,1,0.004332197062008616,12003.14742282067
131107,38.0,2015-03-27 03:11:41+00:00,1,0.0031930257042235817,11900.9377061185
180946,5.0,2011-07-26 10:40:00+00:00,1,0.00043566701396119596,11476.654967606386
141854,49.57,2010-01-15 18:00:00+00:00,2,0.00437105039407766,11340.523565494106
21385,17.5,2009-02-15 11:15:00+00:00,5,0.0015547574691351293,11255.774837817495
114449,11.0,2009-06-23 00:58:00+00:00,1,0.0009841752272310201,11176.871450979854
105651,14.5,2014-01-12 00:47:58+00:00,1,0.0013035715691527767,11123.28647166178
157491,45.0,2010-06-14 13:41:00+00:00,5,0.004169014720959912,10793.917271090564
110733,12.5,2012-06-30 17:51:21+00:00,1,0.001161876857249181,10758.455099617495
190215,4.0,2014-07-03 06:49:17+00:00,1,0.0003737105450418917,10703.471050172302
139943,49.15,2009-01-07 19:47:59+00:00,1,0.004648566528715758,10573.15189454296
92364,54.0,2011-06-07 16:50:00+00:00,1,0.005234844245693052,10315.493158068322
24733,10.3,2010-08-12 03:31:00+00:00,1,0.0010092491829872907,10205.60647818697
88351,60.0,2009-09-06 07:39:07+00:00,2,0.005968689621526397,10052.457709244387
102526,2.5,2013-02-05 04:02:00+00:00,1,0.0002527398214882037,9891.595179894055
30275,3.3,2009-10-25 09:46:00+00:00,1,0.00033664146402032053,9802.71402277648
124377,14.0,2014-10-16 01:33:57+00:00,1,0.0014674979909853581,9540.047131921208
123583,6.5,2010-09-09 21:16:08+00:00,3,0.0006979014229280483,9313.636262166114
28186,20.0,2013-03-26 19:01:52+00:00,1,0.002174814095732897,9196.188326736103
183061,2.5,2013-04-06 09:38:56+00:00,1,0.0002759870581101435,9058.39577087081
62056,2.5,2011-02-01 20:05:54+00:00,1,0.0002760318623994572,9056.92545153409
102588,2.5,2010-01-12 10:20:00+00:00,1,0.00027606513234749454,9055.833957521108
89889,45.0,2011-08-14 17:59:37+00:00,1,0.005017588257746925,8968.45211053778
127306,2.5,2009-02-27 03:21:00+00:00,1,0.0002790090386223997,8960.283194923322
38094,2.5,2013-09-14 01:54:33+00:00,1,0.00027904219186127954,8959.21861609669
19724,59.5,2013-11-17 19:07:00+00:00,1,0.0068489690572521465,8687.438868919611
13067,35.5,2010-04-26 00:35:36+00:00,1,0.0040922374619742925,8674.960905830008
185915,12.5,2014-10-27 15:06:00+00:00,1,0.0014587862401588341,8568.76741491542
168248,49.57,2010-07-25 14:48:00+00:00,5,0.005937641257566362,8348.432963482383
25048,15.0,2012-05-29 21:05:00+00:00,1,0.0018143218183031317,8267.552012370632
148234,48.0,2012-03-14 23:01:50+00:00,2,0.0058121238475502615,8258.598966405612
138607,50.0,2011-06-03 12:51:00+00:00,1,0.006072377853594487,8234.006711292343
149212,49.57,2009-10-20 22:06:00+00:00,5,0.006033418525239302,8215.906089165912
20636,45.0,2011-07-05 04:22:00+00:00,1,0.00552256017960493,8148.394682268394
138603,52.0,2015-02-12 19:49:04+00:00,1,0.006666861082751198,7799.772539814387
93819,32.2,2011-03-07 12:15:09+00:00,2,0.0041284852847693655,7799.470696623503
33024,3.7,2010-09-11 13:03:00+00:00,1,0.0004759492448043519,7773.938167547584
135154,3.25,2012-08-28 14:11:00+00:00,1,0.00041848088052736114,7766.18515021383
177161,20.0,2010-08-07 00:07:26+00:00,1,0.002589300178133544,7724.094783949184
92111,49.57,2009-07-17 08:37:00+00:00,1,0.00643491673234997,7703.28538220222
861,5.3,2010-11-04 06:46:41+00:00,1,0.0006881087278886323,7702.271145814887
15013,49.15,2009-02-20 12:53:00+00:00,5,0.006394018127783505,7686.872169853844
29869,15.0,2009-08-12 00:26:00+00:00,1,0.001959245571933827,7656.008116019169
83590,4.9,2011-10-17 05:50:09+00:00,1,0.0006501133051830685,7537.147695539297
26269,2.5,2009-10-05 10:10:00+00:00,5,0.00033358477983802537,7494.346718138322
163584,2.5,2009-03-17 05:44:00+00:00,1,0.0003366016670837316,7427.1765248807005
65034,50.5,2010-04-21 17:11:00+00:00,1,0.006820092937106602,7404.591178697989
63351,6.1,2009-07-19 21:34:19+00:00,1,0.0008369599712077741,7288.2816500739
149964,2.5,2014-11-14 02:46:05+00:00,1,0.0003549618144615165,7043.011101891468
84231,49.57,2010-07-16 14:13:00+00:00,1,0.007055710453546176,7025.515052858537
19336,10.1,2010-08-30 22:21:52+00:00,1,0.0014579274439462074,6927.642415909317
92168,75.0,2012-12-13 21:37:28+00:00,2,0.011014758133584011,6809.046471145372
115436,53.0,2010-12-10 22:16:00+00:00,2,0.007812763440818968,6783.77124835157
120924,2.5,2010-07-09 04:58:00+00:00,2,0.000373716613746401,6689.560774240736
185787,2.5,2013-11-06 14:38:34+00:00,1,0.0003737403507708772,6689.135906367877
6114,49.8,2011-07-25 00:31:00+00:00,1,0.007447860760347769,6686.483757206364
181789,52.0,2014-12-30 03:39:07+00:00,4,0.007826965055334829,6643.699011350128
94064,14.3,2009-11-01 01:17:00+00:00,1,0.002182548999388732,6551.97203087079
161647,5.1,2011-12-29 23:33:00+00:00,1,0.0007901196353178701,6454.718718575115
77456,57.33,2013-11-08 14:25:08+00:00,1,0.009066195018427165,6323.490712859804
174254,49.8,2011-05-22 06:42:00+00:00,2,0.008035082039182614,6197.820975212595
4343,2.5,2009-09-29 12:50:00+00:00,5,0.00040368813286518145,6192.899410384495
13518,2.5,2009-10-18 05:42:00+00:00,1,0.0004041714319639135,6185.494080697947
56194,2.5,2015-04-10 13:25:12+00:00,1,0.00042417498216584804,5893.794082892248
48319,2.5,2015-06-17 12:23:49+00:00,2,0.0004241749828731711,5893.794073064189
143745,2.5,2015-01-31 14:52:24+00:00,1,0.0004241749835804942,5893.794063236131
20136,4.5,2009-05-13 06:02:00+00:00,5,0.0007783644860529515,5781.353184315078
166791,24.5,2012-07-18 08:31:00+00:00,1,0.004252877374478975,5760.80564819989
171222,45.0,2010-10-18 20:56:07+00:00,1,0.007956425012290052,5655.80646213467
152557,8.5,2013-06-25 11:33:23+00:00,1,0.0015360811835567392,5533.561696471384
139278,30.0,2011-08-26 00:43:00+00:00,1,0.00565086845747998,5308.918483191623
90942,4.5,2015-05-02 13:52:17+00:00,1,0.0008483499643316961,5304.414674603023
88322,4.9,2012-01-16 10:50:00+00:00,1,0.0009265562338919611,5288.400013691294
51268,2.5,2012-02-20 16:57:00+00:00,1,0.00047631425369129706,5248.635707677708
907,6.0,2011-09-20 16:35:00+00:00,1,0.0011469878074391205,5231.093095397587
141704,49.5,2012-12-02 22:18:00+00:00,2,0.009612201097451598,5149.7049945327835
74260,19.0,2014-04-21 01:41:00+00:00,1,0.003703804528774182,5129.860350996512
73241,45.0,2009-08-27 09:34:00+00:00,1,0.008800262197472581,5113.484006524705
23229,45.0,2009-04-30 10:24:00+00:00,1,0.00888220950877854,5066.3069763807325
151809,6.1,2010-12-06 17:37:01+00:00,1,0.001221443895719919,4994.089389922129
85654,49.57,2010-01-07 16:54:00+00:00,1,0.010016395099279698,4948.886251857686
32269,52.0,2012-12-19 15:52:00+00:00,1,0.010639929974873511,4887.250209615988
94927,4.5,2010-12-08 10:08:00+00:00,5,0.0009247445064089669,4866.2089569742
61676,20.0,2012-09-04 18:58:07+00:00,1,0.004140068345423139,4830.838124232919
113615,2.5,2013-06-17 11:43:00+00:00,1,0.0005372463211172215,4653.358993322034
9425,49.15,2009-05-17 23:22:31+00:00,2,0.010711581352262292,4588.491501268344
45176,2.5,2010-06-05 18:29:00+00:00,1,0.00055597463329915,4496.6080289760985
124861,2.5,2014-05-19 18:25:32+00:00,1,0.0005578447894386728,4481.533299819124
194472,45.0,2010-09-24 06:31:17+00:00,1,0.010106365951552993,4452.639080725657
147485,52.0,2015-01-20 16:50:25+00:00,1,0.011682304868464749,4451.176423273199
115373,12.0,2015-06-29 09:04:46+00:00,1,0.0027068716541675266,4433.161794547843
3896,20.0,2015-02-20 16:09:25+00:00,1,0.004520495516734787,4424.2937363747815
191057,15.0,2014-12-17 21:21:35+00:00,4,0.0034634818448604564,4330.9018703992515
16881,16.9,2011-02-06 21:04:00+00:00,1,0.003906412987830708,4326.219488990802
91146,2.5,2009-09-30 15:09:00+00:00,1,0.0005809499778226533,4303.296489260174
62316,3.5,2009-04-10 19:43:15+00:00,1,0.0008183239477587366,4277.034797265755
172311,24.1,2011-07-04 22:17:01+00:00,1,0.00564089901059953,4272.368633920746
182389,2.5,2009-08-22 03:20:00+00:00,1,0.0006055608285595132,4128.404418011833
68770,2.5,2009-04-13 11:20:00+00:00,1,0.0006056554387578734,4127.759514761726
81422,2.5,2012-08-16 20:16:40+00:00,1,0.000612477187223232,4081.7846805595636
61289,2.5,2012-04-02 11:44:56+00:00,1,0.0006128941128071712,4079.008017468999
100981,20.0,2014-06-04 09:07:48+00:00,1,0.005045608089365965,3963.8433357817958
32645,4.5,2012-02-17 15:52:00+00:00,1,0.0011403117913934098,3946.2891061585906
13442,3.0,2015-01-28 05:35:42+00:00,1,0.000769974422899687,3896.233317338182
48401,16.5,2014-08-14 18:39:32+00:00,1,0.004269449611998534,3864.6667602375874
169778,15.0,2015-02-12 21:48:28+00:00,1,0.004028423785384916,3723.5407194297336
119825,6.9,2010-11-15 19:05:56+00:00,1,0.0018656494055398342,3698.4440803889697
77066,19.0,2013-06-26 23:14:42+00:00,1,0.005177085666461383,3670.018466777041
126161,18.0,2014-07-31 04:34:31+00:00,1,0.004952945142963933,3634.201365135345
159650,2.5,2010-03-09 07:53:00+00:00,5,0.0006881038872680781,3633.1723250765854
19248,45.0,2011-07-27 13:46:00+00:00,4,0.012671532936623991,3551.26725590859
192109,49.57,2010-04-15 14:11:23+00:00,1,0.01404566154810198,3529.203649841506
13740,13.5,2012-10-18 02:22:20+00:00,2,0.0038399437557696332,3515.6764938850565
178780,9.5,2014-09-16 15:42:15+00:00,1,0.00273303546343415,3475.9885581809954
178132,75.0,2009-09-10 16:42:00+00:00,1,0.02177550281028442,3444.2373456735068
63599,3.7,2009-10-23 15:30:00+00:00,1,0.0011040742662447567,3351.2238380346107
37780,2.5,2009-09-14 00:09:00+00:00,3,0.0007473253698152112,3345.2631222972764
186378,11.3,2010-01-24 13:42:55+00:00,2,0.003388049721119163,3335.2521155643817
43468,30.0,2010-12-21 15:20:00+00:00,1,0.009042776712237823,3317.565052712208
160332,10.0,2010-10-29 23:01:58+00:00,1,0.0030322244863712623,3297.9088602926117
20600,2.5,2014-10-12 23:33:34+00:00,1,0.0007783644867602746,3211.8628772563275
71693,2.5,2009-01-27 17:42:00+00:00,1,0.0007828972364834025,3193.2671154000177
43994,7.0,2009-03-17 22:17:14+00:00,1,0.0022083084908704437,3169.846979685717
128776,45.0,2012-02-02 16:22:00+00:00,1,0.014445534218854814,3115.1495900556197
127214,183.0,2014-02-19 20:59:44+00:00,1,0.05880444834954492,3112.0094675867526
198831,15.5,2012-10-19 00:45:45+00:00,1,0.0050031272254088535,3098.0623321513367
84989,2.5,2011-02-10 15:47:00+00:00,1,0.0008072922215146008,3096.7720651508653
120014,2.5,2010-12-06 09:22:12+00:00,1,0.000807642519733051,3095.428904394882
62917,2.5,2011-07-07 18:08:50+00:00,1,0.0008103529476732492,3085.0754688783472
160956,9.8,2015-05-23 23:54:05+00:00,1,0.0031922564182368905,3069.9288265234727
113063,50.5,2013-01-26 21:37:13+00:00,1,0.016459062537914265,3068.2184895810897
159971,2.5,2014-08-10 06:04:45+00:00,1,0.0008182459576955461,3055.316040962591
175479,5.3,2012-08-29 08:31:01+00:00,1,0.0017468118949981945,3034.098871879664
24393,2.5,2009-08-27 04:55:00+00:00,1,0.0008278860118387243,3019.7393895417217
19516,2.5,2010-04-20 13:51:00+00:00,1,0.0008483780743575696,2946.7993994223784
161622,10.0,2014-01-22 18:59:28+00:00,1,0.0033985747797584177,2942.4098770929013
163964,45.0,2011-05-15 20:03:00+00:00,1,0.015527135057682728,2898.1521596113307
195734,49.8,2011-01-26 09:33:00+00:00,5,0.017596006974242594,2830.187557489508
67119,3.0,2009-02-07 22:37:19+00:00,1,0.0011005851128916009,2725.8228053966754
151915,45.0,2009-09-29 05:02:57+00:00,1,0.016735922187309255,2688.8270330345595
7088,9.5,2013-06-28 23:03:00+00:00,1,0.0036694325796329252,2588.956137995139
147303,2.5,2013-11-30 13:16:46+00:00,1,0.0009842319908032755,2540.051556299891
67144,49.15,2009-03-25 21:18:00+00:00,1,0.019688138957946823,2496.426914955379
2487,2.5,2009-12-09 15:30:39+00:00,1,0.0010148608973853828,2463.391787427052
137669,20.0,2010-04-14 08:19:00+00:00,1,0.00818021896821957,2444.9223275930244
172564,13.2,2011-12-28 17:35:00+00:00,1,0.005422605398671428,2434.254206148594
51106,2.5,2010-11-25 18:27:00+00:00,1,0.0010291643453550112,2429.155276592508
149814,2.5,2011-12-01 13:57:39+00:00,1,0.0010300594293994045,2427.0444293274145
153499,2.9,2009-08-13 16:00:04+00:00,1,0.0012000748299506644,2416.5159768572266
112022,45.0,2009-10-09 12:34:50+00:00,1,0.018818745352257183,2391.2327393602013
193365,4.5,2009-06-30 09:21:00+00:00,5,0.0019071244021815728,2359.5733948201905
122874,37.5,2013-06-30 12:09:00+00:00,1,0.0161965335046316,2315.3102476697504
106305,2.5,2010-11-26 13:42:51+00:00,1,0.0011024388193264997,2267.6995368571074
148368,52.0,2015-02-26 06:53:38+00:00,1,0.023074736426187053,2253.546867863082
197320,4.5,2014-04-14 20:35:00+00:00,1,0.002042772817823869,2202.8881335878423
86575,5.5,2009-12-01 22:55:00+00:00,1,0.002537378145823733,2167.5917754129164
